radius,time,R0
0.0999978813158178,0,0.1
0.0987375133482047,0.0025,0.1
0.0982240812197239,0.005,0.1
0.0977872429987414,0.0075,0.1
0.0973931464657501,0.01,0.1
0.0970202475053896,0.0125,0.1
0.096665725114886,0.015,0.1
0.0963233981610569,0.0175,0.1
0.0959940344313518,0.02,0.1
0.0956749162105878,0.0225,0.1
0.0953658509033801,0.025,0.1
0.0950646954458698,0.0275,0.1
0.0947703133624626,0.03,0.1
0.0944836379065653,0.0325,0.1
0.0942032034513064,0.035,0.1
0.0939286805029347,0.0375,0.1
0.0936677478844308,0.04,0.1
0.0934087648496928,0.0425,0.1
0.0931570620963591,0.045,0.1
0.0929114299321833,0.0475,0.1
0.0926700349522931,0.05,0.1
0.0924347438206677,0.0525,0.1
0.0922054815394922,0.055,0.1
0.0919813152729805,0.0575,0.1
0.0917613426370915,0.06,0.1
0.0915469326490542,0.0625,0.1
0.0913369290360644,0.065,0.1
0.0911300535956,0.0675,0.1
0.0909278629371277,0.07,0.1
0.0907309230387959,0.0725,0.1
0.0905371282823255,0.075,0.1
0.0903493832156674,0.0775,0.1
0.0901647634814582,0.08,0.1
0.0899848318857081,0.0825,0.1
0.0898154227935623,0.085,0.1
0.0896439060289364,0.0875,0.1
0.0894765572305653,0.09,0.1
0.0893130723134831,0.0925,0.1
0.0891528578065048,0.095,0.1
0.0889948056936439,0.0975,0.1
0.0888402687880277,0.1,0.1
0.088689558852973,0.1025,0.1
0.0885424587650201,0.105,0.1
0.0883986461678694,0.1075,0.1
0.0882579872216246,0.11,0.1
0.0881197075530943,0.1125,0.1
0.0879843338901854,0.115,0.1
0.0878521226709543,0.1175,0.1
0.0877225782387378,0.12,0.1
0.0875956024216972,0.1225,0.1
0.0874715940292188,0.125,0.1
0.0873494399672167,0.1275,0.1
0.0872296453973034,0.13,0.1
0.0871127160218946,0.1325,0.1
0.0869986014984809,0.135,0.1
0.0868871659385897,0.1375,0.1
0.0867773782106022,0.14,0.1
0.0866695489940387,0.1425,0.1
0.0865642781935127,0.145,0.1
0.0864614242716493,0.1475,0.1
0.0863599182546342,0.15,0.1
0.086260207794432,0.1525,0.1
0.0861638032469944,0.155,0.1
0.0860720455664593,0.1575,0.1
